House_Size_sqft,Price_INR
1809.0,7728240.0
4457.0,18747317.0
1184.0,4786575.0
3575.0,15341811.0
4741.0,19486009.0
3206.0,13425902.0
937.0,4230044.0
2241.0,8814411.0
2855.0,12043815.0
924.0,3682753.0
3350.0,14106348.0
4531.0,18917865.0
4515.0,19141107.0
2768.0,11995363.0
11424.0,48734283.0
4895.0,20524980.0
3101.0,13245592.0
1371.0,5860846.0
1566.0,6702024.0
3174.0,13773540.0
2382.0,9799142.0
1253.0,5155115.0
4546.0,19040558.0
4136.0,17075745.0
4169.0,17509358.0
974.0,4288191.0
3661.0,15624709.0
1548.0,6446452.0
2115.0,9225611.0
4254.0,17244665.0
2891.0,12839815.0
9054.0,38197236.0
3524.0,14671669.0
3451.0,14632830.0
404.0,1650964.0
1276.0,4732435.0
1391.0,5856272.0
4542.0,19349852.0
4764.0,20297938.0
4865.0,20508509.0
1035.0,4634331.0
2093.0,8921232.0
2082.0,8811173.0
519.0,1973102.0
1230.0,5061837.0
4075.0,17038091.0
1769.0,7515444.0
1140.0,5028946.0
516.0,1982872.0
3238.0,13182072.0
1550.0,34398818.0
2331.0,9499614.0
1412.0,6077429.0
5915.0,24917146.0
1481.0,6116899.0
912.0,4012637.0
3249.0,13283511.0
959.0,4517019.0
4072.0,17892863.0
4983.0,21297875.0
3743.0,15477573.0
4470.0,18076294.0
1870.0,7997209.0
980.0,3727988.0
2694.0,11190852.0
3547.0,15354247.0
4649.0,20012905.0
,9251300.0
3906.0,16434724.0
3144.0,13473780.0
3756.0,15177767.0
4445.0,18219254.0
1643.0,6814141.0
3518.0,15027989.0
2541.0,10544276.0
3459.0,14768598.0
4948.0,20435534.0
3359.0,14138409.0
2665.0,11357965.0
2879.0,12319021.0
,8411532.0
2157.0,9067999.0
4852.0,19916178.0
2470.0,10342475.0
3249.0,13970304.0
3651.0,15255333.0
4130.0,17121620.0
2889.0,12368228.0
2031.0,9215763.0
3216.0,14159181.0
1415.0,6021427.0
1748.0,7572751.0
3487.0,15136989.0
3239.0,13676189.0
735.0,3225394.0
4992.0,20869510.0
1295.0,6149392.0
3946.0,16788826.0
1251.0,5174019.0
2087.0,8592800.0
2331.0,9233037.0
4146.0,16939044.0
2827.0,11655555.0
1968.0,8544098.0
4400.0,18577834.0
3138.0,12803159.0
3898.0,16093645.0
4313.0,18199081.0
1466.0,6659243.0
4780.0,19745412.0
2844.0,12082481.0
4507.0,18795770.0
3773.0,15721674.0
4369.0,17997771.0
8361.0,35304453.0
1153.0,4696713.0
2482.0,10318941.0
3174.0,13626098.0
3296.0,14154151.0
4585.0,19038054.0
1175.0,5024082.0
2025.0,8776880.0
3469.0,14514764.0
817.0,3632521.0
514.0,2063231.0
1016.0,4163351.0
4374.0,18091145.0
3667.0,15914998.0
1225.0,4999692.0
1916.0,7806841.0
3546.0,14579586.0
812.0,3435755.0
1128.0,4432515.0
3748.0,15527835.0
3208.0,13713287.0
,4649615.0
3865.0,15829405.0
2904.0,12414247.0
3367.0,14151236.0
3186.0,13722348.0
1522.0,6817797.0
4479.0,18329198.0
1971.0,8507589.0
2543.0,11171044.0
2087.0,8828295.0
4532.0,19240865.0
4251.0,17921691.0
3840.0,16421827.0
4166.0,17612247.0
2726.0,10842488.0
3314.0,13882439.0
4352.0,18222656.0
995.0,4393135.0
1128.0,5090654.0
1765.0,7344699.0
4892.0,20178937.0
1098.0,4703465.0
795.0,3106216.0
4571.0,19016382.0
4760.0,20706628.0
2902.0,11985082.0
2219.0,8850338.0
1117.0,4872472.0
3182.0,13576515.0
3977.0,16966976.0
543.0,2532555.0
3540.0,14911682.0
4891.0,20589033.0
3338.0,14301468.0
4036.0,17433778.0
3622.0,14834182.0
1567.0,6398912.0
3016.0,12855580.0
1462.0,6216866.0
2556.0,10198030.0
3382.0,14032420.0
3694.0,15605605.0
1556.0,6538979.0
1132.0,4646717.0
4730.0,20569220.0
1353.0,5675133.0
2939.0,12413115.0
3724.0,15680689.0
3701.0,15607700.0
1942.0,8167718.0
1591.0,6057490.0
3393.0,13953539.0
3081.0,12845743.0
1617.0,7035216.0
1940.0,8058218.0
3636.0,15021787.0
2786.0,11984497.0
,17705128.0
1788.0,7049782.0
2256.0,9504278.0
,6611949.0
899.0,3682374.0
2080.0,9301330.0
910.0,3849584.0
4712.0,19376077.0
1724.0,6833864.0
1555.0,6251209.0
2227.0,28201018.0
3541.0,14304366.0
3886.0,16419978.0
2210.0,9445161.0
3323.0,64779969.0
2614.0,11592516.0
4586.0,19132358.0
1113.0,5035440.0
4002.0,16392089.0
4534.0,19132784.0
3922.0,16607415.0
4668.0,19392421.0
1643.0,6950767.0
4109.0,17041571.0
1481.0,6126625.0
855.0,3506128.0
1294.0,5013173.0
1784.0,7649667.0
2358.0,10081195.0
3472.0,14470393.0
2396.0,10135811.0
4685.0,19401071.0
904.0,14200298.0
1614.0,6658819.0
1931.0,8317506.0
3840.0,16105371.0
1223.0,5005052.0
1328.0,5678297.0
533.0,1963840.0
2505.0,10153122.0
,16807583.0
2252.0,9203385.0
,18858136.0
3333.0,14269784.0
3684.0,16133702.0
4698.0,19265216.0
3211.0,13361432.0
1650.0,6982338.0
3912.0,15914218.0
1656.0,6888372.0
3776.0,15814168.0
3886.0,16465188.0
3984.0,16500981.0
1796.0,7373845.0
4037.0,17246841.0
3730.0,55472180.0
3103.0,13250992.0
870.0,3127776.0
1753.0,7162102.0
3183.0,13823479.0
3231.0,13545018.0
757.0,3141682.0
3419.0,14335124.0
1067.0,4952398.0
4868.0,20221736.0
1545.0,6690439.0
4585.0,19336181.0
4119.0,16889937.0
3145.0,13119416.0
939.0,3693663.0
3179.0,12969826.0
4536.0,19410124.0
4175.0,17169014.0
2908.0,12438391.0
3179.0,13093316.0
1324.0,5968024.0
3356.0,13969256.0
1981.0,8420897.0
3724.0,15470916.0
4885.0,19866893.0
655.0,2250738.0
2238.0,8830182.0
2344.0,9920947.0
409.0,1709201.0
3271.0,13916604.0
1197.0,4823644.0
1415.0,5291611.0
2224.0,9731376.0
4869.0,20746788.0
,14963372.0
2593.0,11223862.0
623.0,2586123.0
4558.0,19223153.0
4325.0,17953910.0
4400.0,18158791.0
2033.0,8065596.0
2552.0,10492572.0
910.0,4620591.0
784.0,2836718.0
804.0,3095502.0
4971.0,20912119.0
2400.0,10799237.0
3156.0,12940294.0
2068.0,8497011.0
,8013451.0
4036.0,17135682.0
3124.0,12912444.0
4578.0,18977406.0
2448.0,10415970.0
4546.0,19002056.0
1116.0,4773448.0
4944.0,20713997.0
4983.0,21033999.0
2223.0,9473045.0
,9835867.0
3819.0,15900895.0
1974.0,8390909.0
649.0,2968974.0
1073.0,4407006.0
4933.0,20165235.0
2565.0,11147735.0
1170.0,5170695.0
4362.0,18352040.0
4763.0,19865246.0
2384.0,10192894.0
1477.0,6066915.0
635.0,2929803.0
788.0,3848627.0
3437.0,14289111.0
2248.0,9675732.0
3214.0,13302256.0
3774.0,16159007.0
3678.0,15373642.0
1652.0,7372749.0
4381.0,18316900.0
2522.0,10323085.0
4930.0,20605696.0
2550.0,10643082.0
1729.0,7332704.0
1758.0,7284939.0
2882.0,12178046.0
4942.0,20835336.0
4864.0,20299231.0
1731.0,7368721.0
10597.0,44332414.0
4661.0,20176144.0
1758.0,7473337.0
3577.0,15207097.0
2528.0,10558997.0
2580.0,10619821.0
537.0,2506200.0
3872.0,16361366.0
3232.0,12790419.0
3979.0,17289495.0
3431.0,14631548.0
4564.0,19054481.0
2993.0,12752290.0
4700.0,19866493.0
4218.0,17864185.0
,18798441.0
4223.0,17757947.0
4442.0,18747022.0
2306.0,10054773.0
1160.0,4902782.0
,16278358.0
1299.0,5182718.0
4855.0,20411185.0
3347.0,14317521.0
,8694545.0
680.0,2739572.0
3666.0,15108025.0
2287.0,9198775.0
3666.0,15138976.0
1066.0,4645897.0
4588.0,19195767.0
1071.0,4240971.0
2369.0,10603528.0
,18924667.0
3522.0,14979772.0
4300.0,18159892.0
923.0,3951054.0
2793.0,11181337.0
3517.0,15152446.0
2993.0,12666444.0
2368.0,10221289.0
2153.0,9384204.0
2696.0,11837301.0
2661.0,10876695.0
2686.0,11065569.0
4602.0,19153793.0
3278.0,13507714.0
4543.0,19477104.0
4044.0,16683840.0
4832.0,20180624.0
2455.0,9821551.0
1676.0,7258811.0
3166.0,13258909.0
702.0,3213393.0
1038.0,4569900.0
455.0,1418568.0
925.0,3940478.0
4969.0,20542585.0
4523.0,19038939.0
,10429176.0
3687.0,16035483.0
764.0,4007828.0
2046.0,8519766.0
1318.0,5565288.0
3197.0,12741877.0
1931.0,7616913.0
3745.0,15844860.0
2306.0,9675490.0
3486.0,14767587.0
4980.0,20676592.0
2475.0,10485799.0
1113.0,3915750.0
1462.0,5957634.0
,10119168.0
4865.0,20942525.0
525.0,2169907.0
3996.0,16960148.0
3683.0,15267790.0
2003.0,8545676.0
466.0,1809027.0
632.0,3240810.0
2556.0,10636540.0
1569.0,6538845.0
2558.0,10975846.0
4606.0,19495934.0
1893.0,7840970.0
4407.0,18632348.0
2872.0,11745967.0
3060.0,12919897.0
3139.0,13348583.0
2161.0,8949398.0
3914.0,16327824.0
2375.0,9786146.0
2762.0,11169636.0
1276.0,5483763.0
4212.0,17547841.0
3848.0,16328531.0
1712.0,7135674.0
1860.0,7996439.0
3109.0,12543726.0
2724.0,11096988.0
2133.0,8706029.0
2005.0,8780116.0
2963.0,12565534.0
3821.0,15969147.0
12973.0,54344012.0
2797.0,11926231.0
4135.0,17190258.0
3270.0,13954680.0
1560.0,6487694.0
642.0,3084307.0
2990.0,12274611.0
1463.0,6106208.0
4724.0,19565118.0
2995.0,13067461.0
1319.0,5546057.0
405.0,1398796.0
867.0,3370768.0
4570.0,62979898.0
403.0,1147048.0
1045.0,4335534.0
517.0,1915671.0
3328.0,13929707.0
2951.0,12424574.0
4689.0,19664266.0
1246.0,5153355.0
3162.0,13330075.0
1541.0,6997171.0
2210.0,9664166.0
1123.0,4615285.0
624.0,2838305.0
4608.0,19556403.0
2448.0,10167879.0
4815.0,20213469.0
1973.0,8447855.0
2228.0,9138498.0
2317.0,9659221.0
4634.0,19403496.0
2426.0,10108296.0
4144.0,17312090.0
1301.0,5596855.0
2439.0,10251747.0
409.0,1909601.0
660.0,3528038.0
2073.0,8546092.0
2619.0,11065106.0
2460.0,10484574.0
15889.0,67062930.0
2019.0,8610137.0
720.0,8714769.0
1742.0,7117675.0
,11703137.0
3232.0,13367142.0
3224.0,13097871.0
2394.0,9812885.0
3358.0,13863311.0
,9936789.0
3890.0,17096026.0
4077.0,17217989.0
,6410271.0
2004.0,8692652.0
4427.0,19132887.0
635.0,2783001.0
2369.0,10255066.0
4829.0,20131194.0
2308.0,9421708.0
775.0,3527755.0
3930.0,16773009.0
3035.0,12985861.0
1970.0,8311675.0
2960.0,12198138.0
3791.0,15778033.0
3365.0,14479522.0
4043.0,16803341.0
4250.0,17905876.0
1272.0,5111131.0
1652.0,6881046.0
1714.0,6874637.0
3298.0,13829219.0
477.0,1860139.0
3021.0,12176235.0
,19629849.0
1000.0,4382794.0
1465.0,6169839.0
2536.0,10313951.0
2849.0,11632699.0
2743.0,12219772.0
2263.0,8717975.0
4698.0,19405908.0
3997.0,17432277.0
4162.0,18219186.0
2590.0,11387741.0
1392.0,6005954.0
3112.0,12879475.0
2592.0,10381607.0
1648.0,7043445.0
3454.0,14277885.0
4998.0,21427087.0
4433.0,18062552.0
2397.0,10127528.0
4087.0,17444023.0
2551.0,11017998.0
4418.0,18805689.0
,14844138.0
2370.0,9992316.0
597.0,2779793.0
3026.0,12811384.0
1602.0,6840250.0
2435.0,10237313.0
877.0,3567869.0
1654.0,6541818.0
1322.0,5199175.0
819.0,3324839.0
2604.0,10900649.0
2997.0,12297093.0
1520.0,6071279.0
3468.0,14456218.0
1350.0,5940617.0
2736.0,10855163.0
2643.0,10819101.0
3045.0,12837479.0
2257.0,35352526.0
2265.0,10161249.0
3312.0,13807745.0
,13555569.0
3628.0,15196291.0
4119.0,17367933.0
3628.0,15224130.0
2771.0,11673167.0
3291.0,13421293.0
4156.0,16956602.0
11418.0,48170591.0
494.0,2016966.0
3074.0,13160853.0
2355.0,9958133.0
1193.0,4580686.0
2234.0,9848767.0
2516.0,10576607.0
12105.0,50616248.0
3725.0,15484740.0
3319.0,13576396.0
2997.0,12687213.0
3605.0,15107644.0
1214.0,5704386.0
745.0,3284981.0
2749.0,12133211.0
762.0,2912022.0
2843.0,11841358.0
2665.0,11460034.0
2588.0,11046273.0
3405.0,14296311.0
3681.0,15137256.0
1384.0,5159317.0
2039.0,8497820.0
1227.0,5100232.0
3130.0,13184414.0
3931.0,59863059.0
4851.0,20110414.0
3335.0,14124557.0
4276.0,18134712.0
,2269488.0
3577.0,14919434.0
3456.0,14159081.0
1003.0,4498767.0
3849.0,16383892.0
4546.0,18920957.0
3933.0,16768565.0
3767.0,15800677.0
3768.0,15620903.0
4197.0,17905418.0
2192.0,9236450.0
3261.0,13567768.0
3876.0,15894507.0
3817.0,15674486.0
2045.0,8843102.0
1605.0,21572649.0
3430.0,14055107.0
8574.0,35652687.0
3472.0,15213160.0
2254.0,9606188.0
4421.0,18931063.0
3108.0,13501276.0
3902.0,16109949.0
1732.0,7797228.0
,2200854.0
3907.0,16628160.0
4612.0,19335606.0
974.0,4307848.0
936.0,3867988.0
2025.0,8669707.0
5241.0,22419353.0
785.0,3632896.0
3681.0,15441629.0
874.0,3384729.0
817.0,3342134.0
4000.0,16933251.0
1354.0,5882400.0
1605.0,7062006.0
4520.0,18764683.0
2390.0,9758297.0
3972.0,71975210.0
4780.0,20016882.0
4558.0,19207866.0
3113.0,13185587.0
2603.0,10508287.0
3520.0,14497991.0
1366.0,5526434.0
3832.0,16621681.0
1088.0,4455271.0
4643.0,19057580.0
4101.0,17338646.0
,3079614.0
2124.0,8568327.0
4822.0,20110306.0
2192.0,9103986.0
2159.0,9030861.0
3612.0,15449391.0
1389.0,6001957.0
2662.0,11217910.0
2882.0,12400233.0
,5551258.0
,4494861.0
3789.0,16006422.0
2479.0,10481262.0
3117.0,12648628.0
2732.0,11922370.0
3776.0,15553576.0
4924.0,20839642.0
1900.0,8145829.0
685.0,1951020.0
3895.0,16427166.0
2465.0,10844224.0
1168.0,4692562.0
3457.0,13950038.0
4689.0,19658644.0
2561.0,10896015.0
3693.0,15484430.0
1346.0,5368101.0
3735.0,15377914.0
4550.0,18623350.0
1881.0,7337714.0
2301.0,9561284.0
3851.0,16301409.0
4464.0,18796548.0
454.0,1982067.0
2223.0,9526148.0
3862.0,16612868.0
3479.0,14620092.0
1232.0,5277822.0
4808.0,20299020.0
3206.0,13509393.0
2890.0,12143770.0
2827.0,11904858.0
3710.0,16050456.0
3700.0,15969737.0
4075.0,16602865.0
3454.0,14572385.0
2543.0,10682699.0
1711.0,7564252.0
3591.0,15071464.0
2938.0,12415047.0
4383.0,18213624.0
4947.0,21021431.0
564.0,1995625.0
4677.0,19551795.0
1222.0,4816132.0
1343.0,5550327.0
4825.0,20100313.0
,5181872.0
2598.0,10845925.0
3556.0,15382746.0
4642.0,19424124.0
4095.0,16874171.0
3852.0,16105588.0
1314.0,5661846.0
1708.0,7679565.0
4577.0,19029949.0
913.0,4332210.0
2320.0,9687024.0
3994.0,16641239.0
1809.0,7830498.0
4966.0,21284207.0
3590.0,15245137.0
4891.0,20117728.0
1955.0,8310911.0
1204.0,5709199.0
1679.0,6368481.0
3977.0,16815426.0
3301.0,13778831.0
1787.0,7224648.0
3161.0,13586216.0
3079.0,12410462.0
2506.0,10420137.0
4623.0,19716938.0
3168.0,13571641.0
4353.0,18461538.0
3586.0,15113033.0
3680.0,15418801.0
2973.0,12345540.0
2999.0,12304404.0
4433.0,18862578.0
636.0,2734488.0
1704.0,7409678.0
3830.0,15851615.0
1701.0,6903278.0
2941.0,12501186.0
2451.0,9610957.0
841.0,2773553.0
2476.0,10703144.0
3580.0,14823844.0
3057.0,12897311.0
4198.0,17745495.0
1204.0,5367339.0
474.0,1858810.0
2575.0,10699408.0
4324.0,17976179.0
2489.0,10640130.0
440.0,2047648.0
2481.0,10803671.0
2022.0,8118450.0
1551.0,7185623.0
4452.0,18604666.0
2474.0,10376293.0
1045.0,4438028.0
4663.0,19311364.0
1009.0,4114314.0
854.0,4024980.0
3353.0,14525457.0
2108.0,8915133.0
3872.0,16575536.0
3369.0,14273054.0
3428.0,14380455.0
3081.0,12714072.0
4029.0,16663363.0
4625.0,19197693.0
3467.0,15045857.0
1786.0,7763171.0
4176.0,17971494.0
3266.0,13837104.0
3763.0,15540451.0
4524.0,19181796.0
548.0,2682522.0
4250.0,18041925.0
2458.0,9928563.0
1536.0,6008927.0
586.0,2652119.0
3254.0,13573044.0
1650.0,7023717.0
1733.0,7061552.0
,19328622.0
4550.0,18779915.0
10409.0,43790191.0
4901.0,20802703.0
,9412123.0
1150.0,4437994.0
2162.0,9221086.0
4320.0,17967724.0
4860.0,20870097.0
881.0,3987027.0
553.0,2330357.0
1924.0,8735408.0
2520.0,10365691.0
,11503504.0
1640.0,7050398.0
460.0,2542346.0
1338.0,6058683.0
2039.0,8804322.0
4520.0,18720772.0
4626.0,19165533.0
3969.0,16878416.0
1652.0,6562659.0
4603.0,19428710.0
571.0,2639468.0
1858.0,7360287.0
3949.0,16780158.0
4597.0,19576165.0
2722.0,11323416.0
2036.0,8504201.0
3515.0,14226709.0
4490.0,18825103.0
3404.0,13839111.0
729.0,2854814.0
4040.0,16847326.0
4294.0,17688046.0
4507.0,18555304.0
1741.0,6952836.0
4063.0,17430814.0
615.0,2561986.0
738.0,3479501.0
4462.0,18618943.0
3108.0,12938584.0
3552.0,14791335.0
2150.0,8135420.0
2821.0,12000165.0
1109.0,4625722.0
4126.0,17344621.0
4042.0,16349076.0
4393.0,18442011.0
2331.0,9657869.0
446.0,1910887.0
3759.0,15765021.0
800.0,3214382.0
4390.0,18606934.0
3557.0,15246809.0
4745.0,19806661.0
790.0,2883493.0
4253.0,17447838.0
4830.0,20412848.0
1028.0,4706344.0
4632.0,18910320.0
3330.0,13680641.0
1921.0,7968449.0
1226.0,4537131.0
1900.0,7951001.0
3694.0,15623736.0
2819.0,11983739.0
1334.0,5482864.0
3442.0,14349460.0
4897.0,20261020.0
1866.0,7305818.0
3961.0,16579947.0
1014.0,4381303.0
1582.0,6649206.0
,15549309.0
3067.0,12985016.0
530.0,2423851.0
3383.0,14258911.0
4678.0,20205348.0
4859.0,20260853.0
438.0,2043231.0
4359.0,18382141.0
3987.0,16966805.0
1320.0,5644052.0
3169.0,13297082.0
4511.0,19059667.0
892.0,3897406.0
1531.0,6620288.0
3921.0,16907186.0
710.0,3040106.0
1138.0,4450388.0
3641.0,15341577.0
945.0,3835524.0
2861.0,11874505.0
4746.0,19836774.0
2204.0,8985981.0
3612.0,14450578.0
4210.0,18124561.0
1213.0,4948042.0
4524.0,18486460.0
2432.0,10268042.0
4972.0,21067092.0
4813.0,20161181.0
644.0,2318216.0
671.0,2393516.0
3911.0,17110683.0
2171.0,8695089.0
1662.0,6491700.0
2824.0,11768171.0
4761.0,20242754.0
1320.0,6041549.0
3830.0,16022010.0
4835.0,20238869.0
4884.0,20127610.0
3024.0,13027275.0
4160.0,17451084.0
2450.0,10278885.0
3900.0,16510032.0
1565.0,6663551.0
775.0,3212916.0
2433.0,10614894.0
545.0,1807894.0
4788.0,20172988.0
831.0,3612351.0
1104.0,4513082.0
3032.0,12919335.0
4894.0,20753727.0
1363.0,6057544.0
2634.0,11029332.0
2441.0,10187055.0
2228.0,9519358.0
2508.0,10474355.0
4468.0,18309197.0
1338.0,5878327.0
1206.0,4514914.0
1863.0,7945103.0
3815.0,16784548.0
410.0,1881964.0
2268.0,9317368.0
1284.0,5257391.0
3964.0,16759987.0
1789.0,7507388.0
3801.0,16191076.0
4721.0,20263225.0
1224.0,5535124.0
2665.0,10846256.0
1336.0,5616000.0
3200.0,13587840.0
2953.0,12857683.0
4245.0,17936752.0
2196.0,9018090.0
453.0,2033113.0
1126.0,5274986.0
,13095480.0
,14783599.0
2313.0,9704859.0
1996.0,8187937.0
2314.0,9966897.0
2866.0,11844122.0
3137.0,65945314.0
1249.0,5394386.0
2509.0,10746899.0
402.0,1895201.0
4655.0,19806561.0
4469.0,18676988.0
1292.0,5132980.0
2430.0,10063152.0
3560.0,15229906.0
2776.0,11129256.0
2333.0,9198720.0
1780.0,7543370.0
4081.0,17393473.0
1690.0,7391997.0
2040.0,8282761.0
3082.0,12590531.0
5295.0,22034082.0
1618.0,6677760.0
1755.0,7270410.0
4665.0,19629353.0
4535.0,19468688.0
1960.0,8213782.0
1818.0,7916895.0
1354.0,5883198.0
1383.0,5595526.0
1374.0,5963728.0
4533.0,19210917.0
4372.0,18362235.0
,5566750.0
4949.0,20768457.0
436.0,1503592.0
3787.0,16615103.0
2111.0,9182851.0
3420.0,14522163.0
1195.0,4897425.0
4436.0,18603662.0
3511.0,14394740.0
1724.0,7381782.0
717.0,3112255.0
2796.0,11681233.0
2562.0,10769375.0
3145.0,13119443.0
,8213960.0
3511.0,14513284.0
4330.0,17879755.0
2396.0,9852629.0
1712.0,7002861.0
1685.0,7403760.0
4711.0,19600607.0
2783.0,11078366.0
3639.0,15371308.0
2539.0,10850883.0
2104.0,9127430.0
762.0,3250249.0
3004.0,12274767.0
2116.0,8647521.0
4851.0,20554249.0
4686.0,20118912.0
4138.0,17036732.0
2869.0,12113375.0
956.0,3848718.0
1225.0,4897779.0
